page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
2547,Jerold Morgan (Earth-616),\/Jerold_Morgan_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,25,Apr-58,1958
18251,Laura Brown (SHIELD) (Earth-616),\/Laura_Brown_(SHIELD)_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,25,Aug-65,1965
21719,Harokin (Earth-616),\/Harokin_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,25,Jun-66,1966
1906,Kaluu (Earth-616),\/Kaluu_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,25,Aug-66,1966
69802,Sidney Levine (Earth-616),\/Sidney_Levine_(Earth-616),Secret Identity,,,Grey Hair,Male Characters,,Living Characters,25,Aug-67,1967
2605,Stallior (Earth-616),\/Stallior_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,25,Oct-68,1968
4379,Hyperion (Squadron Sinister) (Earth-616),\/Hyperion_(Squadron_Sinister)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,25,Oct-69,1969
18123,Taj Nital (Earth-616),\/Taj_Nital_(Earth-616),No Dual Identity,Good Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,25,Jul-72,1972
2242,Robert Frank Jr. (Earth-616),\/Robert_Frank_Jr._(Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,25,Aug-74,1974
1203,Joseph Manfredi (Earth-616),\/Joseph_Manfredi_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,25,Feb-75,1975
108415,Gena Landers (Earth-616),\/Gena_Landers_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,25,Jun-76,1976
15218,Joshua Stragg (Earth-616),\/Joshua_Stragg_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,25,Oct-76,1976
3799,Charles Chandler (Earth-616),\/Charles_Chandler_(Earth-616),Secret Identity,Good Characters,Brown Eyes,,Male Characters,,Deceased Characters,25,Apr-77,1977
2633,Fritz von Meyer (Earth-616),\/Fritz_von_Meyer_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,25,Jul-77,1977
2251,Peter Quinn (Earth-616),\/Peter_Quinn_(Earth-616),Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,,Deceased Characters,25,Nov-77,1977
15711,Elysius (Earth-616),\/Elysius_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,25,Nov-78,1978
494902,Shaitan (Earth-616),\/Shaitan_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,25,Jan-79,1979
1342,"Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)","\/Han,_Chang,_Lin,_Sun,_and_Ho_Tao-Yu_(Earth-616)",Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,25,Aug-80,1980
16767,Nga Coy Manh (Earth-616),\/Nga_Coy_Manh_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,25,Dec-80,1980
130556,Harry Osgood (Earth-616),\/Harry_Osgood_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,25,Apr-81,1981
88709,Arthur Chekov (Earth-616),\/Arthur_Chekov_(Earth-616),No Dual Identity,,Brown Eyes,White Hair,Male Characters,,Living Characters,25,Dec-82,1982
73250,Rose Palermo (Earth-616),\/Rose_Palermo_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,25,Dec-82,1982
57756,Katherine Waynesboro (Earth-616),\/Katherine_Waynesboro_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,25,Sep-83,1983
1182,Black Fox (Thief) (Earth-616),\/Black_Fox_(Thief)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,25,Aug-84,1984
36717,Sheoke Sanada (Earth-616),\/Sheoke_Sanada_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,25,Jan-84,1984
2448,Terminus (Destroyer) (Earth-616),\/Terminus_(Destroyer)_(Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,25,Aug-84,1984
2627,Martin Fletcher (Earth-616),\/Martin_Fletcher_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,25,Mar-87,1987
1219,Bloodscream (Earth-616),\/Bloodscream_(Earth-616),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,25,Feb-89,1989
129496,Andrea Sterman (Earth-616),\/Andrea_Sterman_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Blond Hair,Female Characters,,Living Characters,25,Dec-90,1990
15383,Achilles (Helmut) (Earth-616),\/Achilles_(Helmut)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,25,Mar-91,1991
1682,Jeremy Stevens (Earth-616),\/Jeremy_Stevens_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,25,Dec-91,1991
157118,Misha Bushida (Earth-616),\/Misha_Bushida_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,25,Jun-92,1992
73849,Stacy Arnheim (Earth-616),\/Stacy_Arnheim_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,25,Jun-92,1992
16306,Garabed Bashur (Earth-616),\/Garabed_Bashur_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,25,Sep-93,1993
2522,Suvik Senyaka (Earth-616),\/Suvik_Senyaka_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,25,May-93,1993
29208,Desiree Winthrop (Earth-616),\/Desiree_Winthrop_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,25,Jan-96,1996
4685,Arlette Truffaut (Earth-616),\/Arlette_Truffaut_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,25,Aug-97,1997
16458,Carter Ghazikhanian (Earth-616),\/Carter_Ghazikhanian_(Earth-616),Public Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,25,Oct-02,2002
16910,Vincent Stewart (Earth-616),\/Vincent_Stewart_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,25,Jul-02,2002
22156,Adriana Soria (Earth-616),\/Adriana_Soria_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,25,Aug-04,2004
37394,Augustus Pugliese (Earth-616),\/Augustus_Pugliese_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,25,May-04,2004
442178,Toxin (Symbiote) (Earth-616),\/Toxin_(Symbiote)_(Earth-616),,Neutral Characters,Variable Eyes,No Hair,Agender Characters,,Living Characters,25,Oct-04,2004
23531,Maya Hansen (Earth-616),\/Maya_Hansen_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,25,Jan-05,2005
267622,Axeman Bone (Earth-616),\/Axeman_Bone_(Earth-616),No Dual Identity,Good Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,25,Aug-08,2008
444922,Yuri Watanabe (Earth-616),\/Yuri_Watanabe_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,25,Sep-09,2009
454029,Ikol (Earth-616),\/Ikol_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,25,Jun-11,2011
387834,Kenji Uedo (Earth-616),\/Kenji_Uedo_(Earth-616),Public Identity,Neutral Characters,,Bald,Male Characters,,Deceased Characters,25,Jan-11,2011
11416,Elizabeth Barstow (Earth-616),\/Elizabeth_Barstow_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,24,Apr-41,1941
606882,Lorna (Earth-616),\/Lorna_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,24,Jul-53,1953
606898,Mikki (Earth-616),\/Mikki_(Earth-616),Public Identity,,,,,,Living Characters,24,Jul-53,1953
12889,Dorrek VII (Earth-616),\/Dorrek_VII_(Earth-616),Public Identity,Bad Characters,Green Eyes,Bald,Male Characters,,Deceased Characters,24,Sep-63,1963
8751,Frederick Duncan (Earth-616),\/Frederick_Duncan_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,24,Nov-63,1963
1718,Thomas Gideon (Earth-616),\/Thomas_Gideon_(Earth-616),,,White Eyes,Orange Hair,Male Characters,,Living Characters,24,Jan-65,1965
2154,Jormungand (Earth-616),\/Jormungand_(Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,24,Apr-66,1966
57936,Roy Stone (Earth-616),\/Roy_Stone_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,24,Jan-66,1966
41545,Una (Earth-616),\/Una_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,24,Dec-67,1967
2476,Timberius (Earth-616),\/Timberius_(Earth-616),No Dual Identity,,Brown Eyes,No Hair,Male Characters,,Living Characters,24,Oct-68,1968
35635,William Drake (Earth-616),\/William_Drake_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,24,May-68,1968
11793,Yandroth (Earth-616),\/Yandroth_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Bald,Male Characters,,Living Characters,24,Jan-68,1968
26873,Michael Marko (Earth-616),\/Michael_Marko_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,24,Jun-69,1969
2431,Cornelius van Lunt (Earth-616),\/Cornelius_van_Lunt_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,24,Jan-70,1970
2548,Shuma-Gorath (Multiverse),\/Shuma-Gorath_(Multiverse),Secret Identity,Bad Characters,One Eye,No Hair,Male Characters,,Living Characters,24,Nov-72,1972
1324,Curtis Carr (Earth-616),\/Curtis_Carr_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,Aug-73,1973
11477,Gabriel (Devil-Hunter) (Earth-616),\/Gabriel_(Devil-Hunter)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,24,Jul-74,1974
14441,Condor (Nova Foe) (Earth-616),\/Condor_(Nova_Foe)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,24,Oct-76,1976
1291,Griffin Gogol (Earth-616),\/Griffin_Gogol_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,24,Dec-76,1976
16889,Rieg Davan (Earth-616),\/Rieg_Davan_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,Oct-76,1976
391047,Nicholas Fury (LMD) (Earth-616),\/Nicholas_Fury_(LMD)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,Apr-77,1977
1525,Ereshkigal (Deviant) (Earth-616),\/Ereshkigal_(Deviant)_(Earth-616),Secret Identity,,Red Eyes,Black Hair,Female Characters,,Living Characters,24,May-79,1979
59598,Joshua Cooper (Earth-616),\/Joshua_Cooper_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,Sep-79,1979
7425,Alan Fagan (Earth-616),\/Alan_Fagan_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Silver Hair,Male Characters,,Living Characters,24,Apr-80,1980
1417,Deathurge (Earth-616),\/Deathurge_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,24,Jan-81,1981
495142,Devil (Earth-616),\/Devil_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,24,Sep-81,1981
5587,Lorina Dodson (Earth-616),\/Lorina_Dodson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,24,Jul-83,1983
2261,Phastos (Earth-616),\/Phastos_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,24,Oct-85,1985
4627,Abigail Wright (Earth-616),\/Abigail_Wright_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Pink Hair,Female Characters,,Living Characters,24,Dec-87,1987
13241,Aaron Chord (Earth-616),\/Aaron_Chord_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,Aug-90,1990
288205,Arthur Dolan (Earth-616),\/Arthur_Dolan_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,24,May-90,1990
37424,Daniel Fielstein (Earth-616),\/Daniel_Fielstein_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,24,Nov-90,1990
13449,Ajax (Pantheon) (Earth-616),\/Ajax_(Pantheon)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,24,Mar-91,1991
1691,Gauntlet (Dark Riders) (Earth-616),\/Gauntlet_(Dark_Riders)_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,24,Apr-91,1991
15083,Paibok (Earth-616),\/Paibok_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,24,Nov-91,1991
1893,Sublime (Earth-616),\/Sublime_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,,,Living Characters,24,Jun-91,1991
19591,Rosalie Carbone (Earth-616),\/Rosalie_Carbone_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,24,Apr-92,1992
81528,Harlan Kleinstock (Earth-616),\/Harlan_Kleinstock_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,24,Mar-93,1993
21543,Jillian Woods (Earth-616),\/Jillian_Woods_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,24,Apr-93,1993
81527,Sven Kleinstock (Earth-616),\/Sven_Kleinstock_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,24,Mar-93,1993
19280,Clarice Ferguson (Earth-616),\/Clarice_Ferguson_(Earth-616),Secret Identity,Good Characters,Green Eyes,Magenta Hair,Female Characters,,Living Characters,24,Oct-94,1994
10128,Andrea Roarke (Earth-616),\/Andrea_Roarke_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Blond Hair,Female Characters,,Living Characters,24,Jul-96,1996
116825,Cleavon Twain (Earth-616),\/Cleavon_Twain_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,24,Apr-96,1996
19449,Giacomo Fortunato (Earth-616),\/Giacomo_Fortunato_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,Jul-96,1996
4022,Pierre Fresson (Earth-616),\/Pierre_Fresson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,24,Jun-97,1997
19157,Conrad Josten (Earth-616),\/Conrad_Josten_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,24,Jul-98,1998
15599,Adrienne Frost (Earth-616),\/Adrienne_Frost_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,24,Mar-99,1999
3809,Trey Rollins (Earth-616),\/Trey_Rollins_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,Jun-99,1999
2172,Mister X (Earth-616),\/Mister_X_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,24,Feb-01,2001
1662,Spike (Freeman) (Earth-616),\/Spike_(Freeman)_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,24,Aug-01,2001
5589,Kevin Cole (Earth-616),\/Kevin_Cole_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,Dec-02,2002
177576,Janet Stein (Earth-616),\/Janet_Stein_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,24,Jul-03,2003
177584,Leslie Dean (Earth-616),\/Leslie_Dean_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,24,Jul-03,2003
3971,Kelsey Leigh (Earth-616),\/Kelsey_Leigh_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,24,Mar-04,2004
260743,Overdrive (Earth-616),\/Overdrive_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,24,Jun-07,2007
514278,Carson Wyche (Earth-616),\/Carson_Wyche_(Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,24,Jul-10,2010
454953,Cul Borson (Earth-616),\/Cul_Borson_(Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,24,Jun-11,2011
469415,Kade Kilgore (Earth-616),\/Kade_Kilgore_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,24,Sep-11,2011
573762,H.E.L.E.N. (Earth-616),\/H.E.L.E.N._(Earth-616),No Dual Identity,Good Characters,,,Agender Characters,,Living Characters,24,Jan-13,2013
40064,Hrimhari (Earth-616),\/Hrimhari_(Earth-616),Secret Identity,Good Characters,Silver Eyes,Grey Hair,Male Characters,,Deceased Characters,24,,
638526,David Bond (Earth-616),\/David_Bond_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,24,,
452625,Jack Casey (Earth-616),\/Jack_Casey_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,23,Dec-40,1940
240053,Dave Carson (Earth-616),\/Dave_Carson_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,23,Mar-48,1948
535762,Whitney Hammond (Earth-616),\/Whitney_Hammond_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,23,Aug-48,1948
608747,Greg Knight (Earth-616),\/Greg_Knight_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,23,Aug-53,1953
18859,Janice Cord (Earth-616),\/Janice_Cord_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23,Jun-68,1968
4562,Lani Ubanu (Earth-616),\/Lani_Ubanu_(Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,23,Dec-69,1969
143008,Richard Nixon (Earth-616),\/Richard_Nixon_(Earth-616),No Dual Identity,,,,Male Characters,,Deceased Characters,23,Sep-69,1969
12755,Roderick Krupp (Earth-616),\/Roderick_Krupp_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,23,Sep-69,1969
41893,Garokk (Earth-616),\/Garokk_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,23,Oct-70,1970
2524,Set (Earth-616),\/Set_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,23,Jul-71,1971
1744,Kondrati Topolov (Earth-616),\/Kondrati_Topolov_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,23,May-73,1973
165278,Robert Takiguchi (Earth-616),\/Robert_Takiguchi_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,23,Aug-77,1977
2086,Magnus (Sorcerer) (Earth-616),\/Magnus_(Sorcerer)_(Earth-616),,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,23,May-78,1978
1394,Dansen Macabre (Earth-616),\/Dansen_Macabre_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,23,May-80,1980
495309,Pharoid (Earth-616),\/Pharoid_(Earth-616),,,,,Male Characters,,Deceased Characters,23,Nov-80,1980
1061,Jason Strongbow (Earth-616),\/Jason_Strongbow_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,23,Sep-81,1981
130555,Lancelot Steele (Earth-616),\/Lancelot_Steele_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,23,May-81,1981
172066,Roberta (Earth-616),\/Roberta_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,23,Feb-82,1982
14062,Alison Double (Earth-616),\/Alison_Double_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,23,Mar-83,1983
1595,Elton Healey (Earth-616),\/Elton_Healey_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,23,Nov-83,1983
50994,Francis Xavier Delgado (Earth-616),\/Francis_Xavier_Delgado_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,23,Oct-83,1983
2623,Mark Hallett (Earth-616),\/Mark_Hallett_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,23,May-83,1983
66778,Mister Johnston (Earth-616),\/Mister_Johnston_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,23,Jun-84,1984
1598,Ogun (Ninja) (Earth-616),\/Ogun_(Ninja)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,23,Nov-84,1984
1615,Autumn Rolfson (Earth-616),\/Autumn_Rolfson_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,23,Jan-87,1987
2272,Cormick Grimshaw (Earth-616),\/Cormick_Grimshaw_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,23,Oct-88,1988
439914,Rebecca Nales (Earth-616),\/Rebecca_Nales_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,23,Apr-88,1988
2562,Skullbuster (Earth-616),\/Skullbuster_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,23,May-88,1988
530329,Jane Thorne (Earth-616),\/Jane_Thorne_(Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,23,Nov-89,1989
76657,Lenny Ballinger (Earth-616),\/Lenny_Ballinger_(Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,23,May-89,1989
5978,Tai (Well of All Things) (Earth-616),\/Tai_(Well_of_All_Things)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,23,Dec-89,1989
1478,Tamara Kurtz (Earth-616),\/Tamara_Kurtz_(Earth-616),Secret Identity,Neutral Characters,,Auburn Hair,Female Characters,,Living Characters,23,Sep-90,1990
28049,Carol Hines (Earth-616),\/Carol_Hines_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,23,Mar-91,1991
5946,Amelia Barnhardt (Earth-616),\/Amelia_Barnhardt_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,23,Nov-92,1992
300173,Clara Menninger (Earth-616),\/Clara_Menninger_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,23,Jul-92,1992
20232,Louise Hastings (Earth-616),\/Louise_Hastings_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,23,Oct-92,1992
22321,Marilla (Earth-616),\/Marilla_(Earth-616),Secret Identity,,,Red Hair,Female Characters,,Deceased Characters,23,Jan-92,1992
1274,Candra (Earth-616),\/Candra_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23,Dec-93,1993
30888,Skreet (Earth-616),\/Skreet_(Earth-616),,Bad Characters,Pink Eyes,Black Hair,Female Characters,,Living Characters,23,Jan-95,1995
2408,James Hudson (Clone) (Earth-616),\/James_Hudson_(Clone)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,23,Aug-97,1997
35274,White Tiger (Evolved Tiger) (Earth-616),\/White_Tiger_(Evolved_Tiger)_(Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,,Living Characters,23,Jul-97,1997
1624,Fever Pitch (Earth-616),\/Fever_Pitch_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,23,Apr-99,1999
250134,Donald Callahan (Earth-616),\/Donald_Callahan_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,23,Apr-00,2000
37431,Centrally Located Organic Computer (Earth-616),\/Centrally_Located_Organic_Computer_(Earth-616),,Good Characters,,,Agender Characters,,Living Characters,23,Jan-01,2001
48680,George W. Bush (Earth-616),\/George_W._Bush_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,23,Nov-01,2001
57562,Sophie Cuckoo (Earth-616),\/Sophie_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,23,Nov-01,2001
106396,Shola Inkose (Earth-616),\/Shola_Inkose_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,23,Dec-02,2002
177578,Robert Minoru (Earth-616),\/Robert_Minoru_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,23,Jul-03,2003
177580,Tina Minoru (Earth-616),\/Tina_Minoru_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,23,Jul-03,2003
670753,Venom (Symbiote) (Mania) (Earh-616),\/Venom_(Symbiote)_(Mania)_(Earh-616),,Neutral Characters,Variable Eyes,No Hair,Agender Characters,,Living Characters,23,Jun-03,2003
10631,Maximus Jensen (Earth-616),\/Maximus_Jensen_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Deceased Characters,23,Nov-04,2004
8000,Lambda-Zero (Earth-616),\/Lambda-Zero_(Earth-616),Secret Identity,Neutral Characters,Multiple Eyes,No Hair,Female Characters,,Deceased Characters,23,Mar-05,2005
131056,Bride of Nine Spiders (Earth-616),\/Bride_of_Nine_Spiders_(Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,23,Oct-07,2007
184148,Delphyne Gorgon (Earth-616),\/Delphyne_Gorgon_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Female Characters,,Living Characters,23,Nov-08,2008
514282,Timothy Cababa (Earth-616),\/Timothy_Cababa_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,23,Sep-10,2010
571077,Aiden (Earth-616),\/Aiden_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,23,Feb-13,2013
